Target_genes	ATF3|Average	SRX190245|A549	SRX2207915|CS1AN	SRX2207916|CS1AN	SRX2207917|CS1AN	SRX2207918|CS1AN	SRX1759184|Dermal_fibroblast	SRX1759186|Dermal_fibroblast	SRX109484|GBM1-HAM	SRX100553|GM12878	SRX1384025|HCT_116	SRX1384026|HCT_116	SRX1384029|HCT_116	SRX190213|HCT_116	SRX100548|Hep_G2	SRX100557|hESC_H1	SRX100425|K-562	SRX150471|K-562	STRING
CRHBP	14.941176	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0
CMTM8	14.941176	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1D	14.941176	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0
YBX2	14.882353	0	0	0	0	0	0	0	0	135	0	0	0	0	0	118	0	0	0
SH3KBP1	14.882353	0	0	112	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
SFRP1	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN1	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF41	14.882353	0	0	0	0	109	0	144	0	0	0	0	0	0	0	0	0	0	0
RNF121	14.882353	0	0	0	0	126	0	0	0	0	0	0	0	127	0	0	0	0	0
OBSL1	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU3	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
MINDY3	14.882353	0	0	0	0	133	0	0	0	0	0	0	0	120	0	0	0	0	0
MEDAG	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
MAF	14.882353	0	0	0	0	134	0	0	0	0	0	0	0	0	0	119	0	0	0
LOC100133315	14.882353	0	0	0	0	126	0	0	0	0	0	0	0	127	0	0	0	0	0
INHA	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT1	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
ERICH1	14.882353	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	89	0	0
DHDH	14.882353	0	0	0	0	0	0	0	0	0	146	0	0	107	0	0	0	0	0
CSGALNACT1	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF25	14.882353	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF597	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF177	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
UFSP1	14.823529	0	0	0	0	166	0	0	0	0	0	0	0	86	0	0	0	0	0
TNS2	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF4	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP3	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A11	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
SIN3A	14.823529	0	0	0	0	155	0	0	0	0	97	0	0	0	0	0	0	0	0
SEPTIN5	14.823529	0	0	97	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGR1	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLDB3	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPSS2	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
MPDU1	14.823529	114	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996842	14.823529	114	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
LGSN	14.823529	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0
IFFO2	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
ELFN2	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
COL14A1	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP53	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT5	14.823529	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF423	14.764706	0	0	116	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF169	14.764706	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
MOB3C	14.764706	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK9	14.764706	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH7	14.764706	0	0	139	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
IER5L	14.764706	0	0	0	0	141	0	0	0	0	0	0	0	110	0	0	0	0	0
EDN3	14.764706	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
CIB2	14.764706	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	14.764706	0	0	0	0	118	0	0	0	0	0	0	0	133	0	0	0	0	0
CCDC74B	14.764706	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf76	14.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0
B3GNT2	14.764706	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID3C	14.764706	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0
WSB2	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
RYBP	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM24	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL16	14.705882	105	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
GOLGA6L9	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
GLRX3	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNA3	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB5	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIP3	14.705882	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF710	14.647059	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB8B	14.647059	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAMP5	14.647059	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
PLLP	14.647059	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
NEIL3	14.647059	0	0	0	0	155	0	0	0	0	0	0	0	94	0	0	0	0	0
MYH11	14.647059	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
MSRB1	14.647059	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF20A	14.647059	0	0	0	0	122	0	0	0	0	0	0	0	127	0	0	0	0	0
HOXB3	14.647059	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD6	14.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0
BRD8	14.647059	0	0	0	0	122	0	0	0	0	0	0	0	127	0	0	0	0	0
ZNF440	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF311	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT2	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA5A	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHAF4	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC3	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
OTOP1	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
NFE2L3	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT19	14.588235	0	0	0	0	132	0	0	0	0	0	0	0	116	0	0	0	0	0
KHDRBS2	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF6	14.588235	0	0	71	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0
GINS3	14.588235	97	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
FOXD4L4	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL5	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC14C	14.588235	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0
TKT	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D9B	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAI2	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
SLFN13	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A3R2	14.529412	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	114	0	0
RAB42	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRX2	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
DOT1L	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST1	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
CDO1	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC20B	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD10	14.529412	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE2	14.529412	0	0	0	0	109	0	0	0	0	0	0	0	138	0	0	0	0	0
ABHD8	14.529412	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	69	0	0
ZNF254	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC2	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM37	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM220	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBI	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
TEDC2	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
STXBP1	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC66A3	14.470588	0	0	0	0	145	0	0	0	0	0	0	0	101	0	0	0	0	0
PRDX4	14.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0
PNMA6A	14.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0
MSH3	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPD6B	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
GSAP	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR12	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC6	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
DHFR	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXND1	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
CRCP	14.470588	0	0	0	0	144	0	0	0	0	0	0	0	102	0	0	0	0	0
CCRL2	14.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0
CALCB	14.470588	0	0	108	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0
C16orf89	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALNT2	14.470588	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBA8	14.411765	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0
TRABD	14.411765	0	0	0	0	136	0	0	0	0	0	0	0	109	0	0	0	0	0
TPTE	14.411765	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM256	14.411765	0	0	0	0	166	0	0	0	0	0	0	0	79	0	0	0	0	0
LCN2	14.411765	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0
LCE5A	14.411765	0	0	86	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BS1	14.411765	0	0	79	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO8	14.411765	92	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
DOK5	14.411765	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP44	14.411765	92	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
CABLES2	14.411765	0	0	0	0	168	0	0	0	0	0	0	0	77	0	0	0	0	0
ADSS1	14.411765	0	0	163	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0
ZWINT	14.352941	0	0	0	0	155	0	0	0	0	0	0	0	89	0	0	0	0	0
TTC12	14.352941	0	0	0	0	155	0	0	0	0	0	0	0	89	0	0	0	0	0
TSPAN4	14.352941	0	0	0	0	114	0	0	0	0	0	0	0	130	0	0	0	0	0
STK32A	14.352941	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX4	14.352941	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0
SNTB1	14.352941	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2L	14.352941	0	0	0	0	114	0	0	0	0	0	0	0	130	0	0	0	0	0
PICK1	14.352941	0	0	0	0	161	0	0	0	0	0	0	0	83	0	0	0	0	0
NEIL1	14.352941	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAM1	14.352941	0	0	0	0	137	0	0	0	0	0	0	0	107	0	0	0	0	0
LEFTY2	14.352941	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	139	0	0
IL4	14.352941	0	0	0	0	0	0	0	139	0	105	0	0	0	0	0	0	0	0
HOMER2	14.352941	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4X1	14.352941	0	0	89	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0
BTG4	14.352941	0	0	79	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL2	14.352941	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD33B	14.352941	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMIZ1	14.294118	0	0	0	0	104	0	0	0	0	0	0	0	139	0	0	0	0	0
SBSN	14.294118	0	0	0	0	115	0	0	0	0	128	0	0	0	0	0	0	0	0
RPS21	14.294118	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR5L	14.294118	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R9B	14.294118	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
NUMBL	14.294118	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
MED25	14.294118	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
KDELR1	14.294118	0	0	131	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ18	14.294118	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST3B1	14.294118	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPM	14.294118	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN1	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX21	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP6	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS14	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP4	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
PTER	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R26	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K21	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT72	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD1	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
H4C1	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAZ	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
DYRK2	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP3	14.235294	0	0	0	0	144	0	0	0	0	0	0	0	98	0	0	0	0	0
CLDN14	14.235294	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
CDRT15	14.235294	0	0	100	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSC1	14.176471	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
TEAD3	14.176471	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT10	14.176471	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
SRGN	14.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0
SLC6A20	14.176471	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN2	14.176471	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC2	14.176471	0	0	0	0	145	0	0	0	0	0	0	0	96	0	0	0	0	0
GRHL2	14.176471	0	0	0	0	103	0	0	0	0	0	0	0	138	0	0	0	0	0
EXOC3L1	14.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0
COL8A1	14.176471	0	0	108	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP7	14.176471	0	0	0	0	123	0	0	0	0	0	0	0	118	0	0	0	0	0
ANK3	14.176471	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12B	14.176471	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM8	14.117647	0	0	0	0	150	0	0	0	0	0	0	0	90	0	0	0	0	0
TMEM125	14.117647	0	0	0	0	0	0	0	0	0	127	0	0	113	0	0	0	0	0
TAOK3	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A9	14.117647	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0
PGR	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGB6	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
OPTN	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
MTARC1	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
DECR2	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
DBNDD2	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
CTBP1	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC3	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP8AP2	14.117647	0	0	0	0	159	0	0	0	0	0	0	0	81	0	0	0	0	0
CAMK1D	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALNT3	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPHD2	14.117647	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF619	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1L	14.058824	0	0	0	0	87	0	0	0	0	0	0	0	152	0	0	0	0	0
TTC9	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC39B	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
SNCA	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2B	14.058824	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	156	0	0
PHACTR1	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
OPRK1	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
NTM	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
NSD1	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
MPV17L	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL41	14.058824	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0
HMCN2	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	14.058824	0	0	0	0	142	0	0	0	0	0	0	0	97	0	0	0	0	0
GAGE12F	14.058824	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
EFNA4	14.058824	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP8	14.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0
SLC25A48	14.000000	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A39	14.000000	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR75-ASB3	14.000000	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR75	14.000000	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC5	14.000000	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	98	0	0
CYTL1	14.000000	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS3	14.000000	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPO	13.941176	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP7	13.941176	0	0	0	0	138	0	0	0	0	0	0	0	99	0	0	0	0	0
RBM46	13.941176	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT4C	13.941176	0	0	71	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3E	13.941176	0	0	71	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2	13.941176	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0
DCTD	13.941176	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0
CD70	13.941176	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLN1	13.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0
ARHGAP40	13.941176	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM21	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
TPH1	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM216	13.882353	0	0	0	0	155	0	0	0	0	0	0	0	81	0	0	0	0	0
SYCP2	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
SIDT1	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
RLN1	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
RCOR1	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS38	13.882353	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	134	0	0
POPDC3	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
PENK	13.882353	0	0	76	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAPL	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724951	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724843	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724219	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF12	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0040	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
IL12RB2	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXG1	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM20A	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
EVI5L	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF2	13.882353	0	0	0	0	147	0	0	0	0	0	0	0	89	0	0	0	0	0
CDR2L	13.882353	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0
BICRA	13.882353	0	0	0	0	119	0	0	0	0	117	0	0	0	0	0	0	0	0
YPEL3	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
WIF1	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC5D	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBAL3	13.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0
TPTEP2-CSNK1E	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO3	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE1	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
RBBP7	13.823529	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	182	0	0
PTPRJ	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
PITX1	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
GRK7	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR4	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
GNB3	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE8	13.823529	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	13.823529	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2D	13.823529	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE13	13.823529	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCUN1D2	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
BEND7	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL6	13.823529	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSWIM3	13.764706	0	0	0	0	143	0	0	0	0	0	0	0	91	0	0	0	0	0
TAFA4	13.764706	0	0	0	0	82	0	0	0	0	0	0	0	0	0	152	0	0	0
SOGA1	13.764706	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0
