Target_genes	MYBL2|Average	SRX4680620|A-673	SRX14963950|A549	SRX14963951|A549	SRX040562|HeLa	SRX040563|HeLa	SRX10478355|Hep_G2	SRX10478356|Hep_G2	SRX190332|Hep_G2	SRX734308|HMEC	SRX3322026|K-562	SRX3322027|K-562	SRX5242427|LNCAP	SRX5242428|LNCAP	SRX5242429|LNCAP	SRX5242430|LNCAP	SRX4213900|MCF_10A	SRX4213901|MCF_10A	STRING
RAD51D	16.000000	87	0	0	0	0	0	76	109	0	0	0	0	0	0	0	0	0	0
PPA1	16.000000	123	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
MAP3K6	16.000000	143	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
IFT81	16.000000	95	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0
ZNRF1	15.941176	104	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0
TALDO1	15.941176	70	0	0	0	0	100	101	0	0	0	0	0	0	0	0	0	0	0
SETBP1	15.941176	156	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0
POLR2G	15.941176	0	0	0	0	0	0	134	137	0	0	0	0	0	0	0	0	0	0
PHLPP1	15.941176	0	0	0	0	0	0	145	126	0	0	0	0	0	0	0	0	0	0
ORM2	15.941176	0	0	0	0	0	0	139	132	0	0	0	0	0	0	0	0	0	0
MRPS36	15.941176	0	0	0	0	0	0	142	129	0	0	0	0	0	0	0	0	0	0
IL20RA	15.941176	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD3	15.941176	0	0	0	0	0	0	81	190	0	0	0	0	0	0	0	0	0	0
CREBBP	15.941176	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6B	15.941176	0	0	0	0	0	144	127	0	0	0	0	0	0	0	0	0	0	0
PTBP2	15.882353	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRND	15.882353	0	0	0	0	0	0	140	130	0	0	0	0	0	0	0	0	0	0
MANEA	15.882353	0	0	0	0	0	0	154	116	0	0	0	0	0	0	0	0	0	0
FTCD	15.882353	0	0	0	0	0	116	0	154	0	0	0	0	0	0	0	0	0	0
UPP2	15.823529	0	0	0	0	0	0	93	176	0	0	0	0	0	0	0	0	0	0
TRIM16	15.823529	168	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0
TOMM40L	15.823529	121	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
SEPTIN5	15.823529	97	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0
PCGF2	15.823529	0	0	0	0	0	0	117	152	0	0	0	0	0	0	0	0	0	0
GPHA2	15.823529	0	0	0	0	0	0	95	174	0	0	0	0	0	0	0	0	0	0
FBXO9	15.823529	99	0	0	0	0	0	81	89	0	0	0	0	0	0	0	0	0	0
CCNE1	15.823529	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0
CASD1	15.823529	167	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0
ATP2C1	15.823529	164	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0
ART4	15.823529	0	0	0	0	0	0	166	103	0	0	0	0	0	0	0	0	0	0
ZNF845	15.764706	0	0	0	0	0	0	180	88	0	0	0	0	0	0	0	0	0	0
ZNF697	15.764706	185	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0
WDR5	15.764706	144	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
SLK	15.764706	97	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0
PROZ	15.764706	0	0	0	0	0	0	182	86	0	0	0	0	0	0	0	0	0	0
PIWIL2	15.764706	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0
PCGF1	15.764706	0	0	0	0	0	0	140	128	0	0	0	0	0	0	0	0	0	0
NREP	15.764706	158	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0
MTMR6	15.764706	0	0	0	0	0	164	104	0	0	0	0	0	0	0	0	0	0	0
FUNDC2	15.764706	0	0	0	0	0	100	168	0	0	0	0	0	0	0	0	0	0	0
C22orf34	15.764706	0	0	0	0	0	0	0	0	0	83	185	0	0	0	0	0	0	0
UPF1	15.705882	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMAN1	15.705882	153	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
HHAT	15.705882	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
GRB7	15.705882	0	0	0	0	0	0	150	117	0	0	0	0	0	0	0	0	0	0
GDPD3	15.705882	0	0	0	0	0	0	114	153	0	0	0	0	0	0	0	0	0	0
EMP2	15.705882	0	0	0	0	0	0	167	100	0	0	0	0	0	0	0	0	0	0
CMTM6	15.705882	145	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0
RRM2B	15.647059	0	0	0	0	0	0	129	137	0	0	0	0	0	0	0	0	0	0
NR1D2	15.647059	166	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
KRCC1	15.647059	100	0	0	0	0	79	87	0	0	0	0	0	0	0	0	0	0	0
EPHX2	15.647059	0	0	0	0	0	0	141	125	0	0	0	0	0	0	0	0	0	0
DHCR7	15.647059	156	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0
CREBRF	15.647059	0	0	0	0	0	0	149	117	0	0	0	0	0	0	0	0	0	0
TBL1XR1	15.588235	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0
SOX12	15.588235	0	0	0	0	0	0	128	137	0	0	0	0	0	0	0	0	0	0
RARA	15.588235	0	0	0	0	0	0	116	149	0	0	0	0	0	0	0	0	0	0
RABGAP1	15.588235	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	153	0
PFDN2	15.588235	190	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
NUDT4B	15.588235	0	0	0	0	0	0	165	100	0	0	0	0	0	0	0	0	0	0
NIT1	15.588235	190	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
HPS6	15.588235	133	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0
GARRE1	15.588235	120	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0
ASCC2	15.588235	0	0	0	0	0	0	113	152	0	0	0	0	0	0	0	0	0	0
ZNF44	15.529412	0	0	0	0	0	0	126	138	0	0	0	0	0	0	0	0	0	0
ZBTB22	15.529412	0	0	0	0	0	0	139	125	0	0	0	0	0	0	0	0	0	0
USP17L18	15.529412	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0
USP17L11	15.529412	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0
UGCG	15.529412	180	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0
SDK1	15.529412	0	0	0	0	0	0	131	133	0	0	0	0	0	0	0	0	0	0
QSER1	15.529412	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHYH	15.529412	120	0	0	0	0	72	0	72	0	0	0	0	0	0	0	0	0	0
OAS3	15.529412	0	0	0	0	0	0	181	83	0	0	0	0	0	0	0	0	0	0
MAFG	15.529412	0	0	0	0	0	0	154	110	0	0	0	0	0	0	0	0	0	0
CCL15	15.529412	0	0	0	0	0	0	141	123	0	0	0	0	0	0	0	0	0	0
BRD3	15.529412	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AXL	15.529412	0	0	0	0	0	0	132	132	0	0	0	0	0	0	0	0	0	0
ATP11B	15.529412	153	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0
TRIM14	15.470588	0	0	0	0	0	0	139	124	0	0	0	0	0	0	0	0	0	0
STX7	15.470588	0	0	0	0	0	0	157	106	0	0	0	0	0	0	0	0	0	0
INPP5A	15.470588	127	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0
FOXN3	15.470588	124	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0
ZNF316	15.411765	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM6-TRIM34	15.411765	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0
TRIM6	15.411765	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0
SNX6	15.411765	0	0	0	0	0	0	107	155	0	0	0	0	0	0	0	0	0	0
SLFN11	15.411765	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A7	15.411765	167	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0
SBNO2	15.411765	169	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0
RPS4Y1	15.411765	0	0	0	0	0	0	119	143	0	0	0	0	0	0	0	0	0	0
MLLT11	15.411765	0	0	0	0	0	0	134	128	0	0	0	0	0	0	0	0	0	0
MEIOB	15.411765	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0
CDC42SE1	15.411765	0	0	0	0	0	0	134	128	0	0	0	0	0	0	0	0	0	0
ATPAF1	15.411765	119	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0
UBN1	15.352941	163	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0
SREBF1	15.352941	147	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0
PARP11	15.352941	0	0	0	0	0	0	152	109	0	0	0	0	0	0	0	0	0	0
NIBAN1	15.352941	132	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
MTA1	15.352941	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0
MRPS9	15.352941	0	0	0	0	0	0	119	142	0	0	0	0	0	0	0	0	0	0
MGMT	15.352941	164	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0
LURAP1L	15.352941	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	131	0
GLYR1	15.352941	163	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0
CCDC42	15.352941	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0
CARS2	15.352941	141	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0
TMEM243	15.294118	145	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0
PDCD4	15.294118	72	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0
PACS1	15.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	162	0
MFSD3	15.294118	136	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
KRTAP2-3	15.294118	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0
KNG1	15.294118	0	0	0	0	0	0	82	178	0	0	0	0	0	0	0	0	0	0
RBM3	15.235294	0	0	0	0	0	0	121	0	0	0	138	0	0	0	0	0	0	0
CLK4	15.235294	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	107	0
C10orf95	15.235294	176	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0
ACO1	15.235294	0	0	0	0	0	0	97	162	0	0	0	0	0	0	0	0	0	0
USP49	15.176471	0	0	0	0	0	0	148	110	0	0	0	0	0	0	0	0	0	0
UBALD1	15.176471	132	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0
SYN3	15.176471	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0
RAB29	15.176471	190	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0
PWWP3A	15.176471	129	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
PTDSS2	15.176471	0	0	0	0	0	0	143	115	0	0	0	0	0	0	0	0	0	0
NECAB3	15.176471	0	0	0	0	0	0	115	143	0	0	0	0	0	0	0	0	0	0
MTARC2	15.176471	0	0	0	0	0	0	122	136	0	0	0	0	0	0	0	0	0	0
MPZL2	15.176471	0	0	0	0	0	0	156	102	0	0	0	0	0	0	0	0	0	0
LRRC43	15.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0
GRSF1	15.176471	149	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0
CDKL1	15.176471	133	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0
APOOL	15.176471	0	0	0	0	0	0	75	183	0	0	0	0	0	0	0	0	0	0
ANPEP	15.176471	0	0	0	0	0	0	82	98	0	0	78	0	0	0	0	0	0	0
RBM23	15.117647	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
IGDCC3	15.117647	0	0	0	0	0	0	122	135	0	0	0	0	0	0	0	0	0	0
H4C9	15.117647	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM227A	15.117647	0	0	0	0	0	0	77	180	0	0	0	0	0	0	0	0	0	0
EXOC3	15.117647	160	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0
DRC7	15.117647	0	0	0	0	0	0	68	189	0	0	0	0	0	0	0	0	0	0
CCDC93	15.117647	0	0	0	0	0	0	110	147	0	0	0	0	0	0	0	0	0	0
CBY1	15.117647	0	0	0	0	0	0	77	180	0	0	0	0	0	0	0	0	0	0
ANKRD31	15.117647	0	0	0	0	0	0	106	151	0	0	0	0	0	0	0	0	0	0
AIFM1	15.117647	0	0	0	0	0	0	64	193	0	0	0	0	0	0	0	0	0	0
ZSCAN29	15.058824	0	0	0	0	0	0	154	102	0	0	0	0	0	0	0	0	0	0
ZNF737	15.058824	0	0	0	0	0	0	146	110	0	0	0	0	0	0	0	0	0	0
TUBGCP4	15.058824	0	0	0	0	0	0	154	102	0	0	0	0	0	0	0	0	0	0
SS18L1	15.058824	128	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLU7	15.058824	171	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0
SLC2A11	15.058824	174	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0
RGP1	15.058824	175	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0
RABL6	15.058824	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB8B	15.058824	168	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0
PSMA7	15.058824	128	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAM16	15.058824	123	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0
GBA2	15.058824	175	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0
GAGE8	15.058824	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0
GAGE2E	15.058824	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0
GAGE2D	15.058824	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0
GAGE13	15.058824	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0
FBXW5	15.058824	108	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0
CAPN15	15.058824	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8G	15.058824	108	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0
APOA5	15.058824	0	0	0	0	0	0	146	110	0	0	0	0	0	0	0	0	0	0
WDR82	15.000000	0	0	0	0	0	121	134	0	0	0	0	0	0	0	0	0	0	0
STXBP5	15.000000	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0
RGS9	15.000000	0	0	0	0	0	0	99	156	0	0	0	0	0	0	0	0	0	0
P3H3	15.000000	142	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0
MAP4K5	15.000000	148	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0
MAOA	15.000000	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	167	0	0
DDX17	15.000000	126	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0
ATL1	15.000000	148	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0
ABRAXAS1	15.000000	0	0	0	0	0	0	99	156	0	0	0	0	0	0	0	0	0	0
UBXN2B	14.941176	72	0	0	0	0	0	69	113	0	0	0	0	0	0	0	0	0	0
TGFBRAP1	14.941176	160	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0
SEC14L4	14.941176	0	0	0	0	0	0	93	161	0	0	0	0	0	0	0	0	0	0
RHOH	14.941176	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0
PDIK1L	14.941176	134	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0
EIF2S3	14.941176	0	0	0	0	0	0	129	125	0	0	0	0	0	0	0	0	0	0
DHX34	14.941176	125	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0
ZSWIM8	14.882353	126	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
ZNF491	14.882353	0	0	0	0	0	0	120	133	0	0	0	0	0	0	0	0	0	0
VPS13D	14.882353	154	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0
SPTBN1	14.882353	0	0	0	0	0	0	136	117	0	0	0	0	0	0	0	0	0	0
SEMA4G	14.882353	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0
NAA40	14.882353	0	0	0	0	0	0	108	145	0	0	0	0	0	0	0	0	0	0
MINDY1	14.882353	142	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0
GPAT4	14.882353	165	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0
FUCA1	14.882353	0	0	0	0	0	0	139	114	0	0	0	0	0	0	0	0	0	0
FOXI3	14.882353	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	14.882353	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG5	14.882353	0	0	0	0	0	0	137	116	0	0	0	0	0	0	0	0	0	0
TYW1B	14.823529	154	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0
SNX9	14.823529	122	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0
RABGAP1L	14.823529	77	0	0	0	0	0	103	72	0	0	0	0	0	0	0	0	0	0
MAP3K4	14.823529	74	0	0	0	0	0	92	86	0	0	0	0	0	0	0	0	0	0
LAMB1	14.823529	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0
EPB41	14.823529	160	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0
BRD3OS	14.823529	0	0	0	0	0	0	0	136	0	0	116	0	0	0	0	0	0	0
UROS	14.764706	0	0	0	0	0	0	107	144	0	0	0	0	0	0	0	0	0	0
TMEM231	14.764706	0	0	0	0	0	0	129	122	0	0	0	0	0	0	0	0	0	0
TIGAR	14.764706	121	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0
SLC2A4	14.764706	0	0	0	0	0	0	109	142	0	0	0	0	0	0	0	0	0	0
SLC25A46	14.764706	0	0	0	0	0	0	82	169	0	0	0	0	0	0	0	0	0	0
SDC1	14.764706	0	0	0	0	0	0	157	94	0	0	0	0	0	0	0	0	0	0
RNF207	14.764706	0	0	0	0	0	0	86	165	0	0	0	0	0	0	0	0	0	0
RGS9BP	14.764706	161	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0
KLHL24	14.764706	0	0	0	0	0	0	157	94	0	0	0	0	0	0	0	0	0	0
GMEB2	14.764706	133	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0
FBXO10	14.764706	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0
ERBIN	14.764706	162	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0
DMBX1	14.764706	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTF1	14.764706	116	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
CDKN2B	14.764706	0	0	0	0	0	0	110	141	0	0	0	0	0	0	0	0	0	0
C1RL	14.764706	0	0	0	0	0	0	84	167	0	0	0	0	0	0	0	0	0	0
BCCIP	14.764706	0	0	0	0	0	0	107	144	0	0	0	0	0	0	0	0	0	0
ANKRD27	14.764706	161	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0
TOP2B	14.705882	100	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
TNFSF4	14.705882	0	0	0	0	0	0	119	131	0	0	0	0	0	0	0	0	0	0
TJP1	14.705882	122	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0
SULT1C2	14.705882	0	0	0	0	0	0	112	138	0	0	0	0	0	0	0	0	0	0
PRDX4	14.705882	0	0	0	0	0	0	130	120	0	0	0	0	0	0	0	0	0	0
PIGP	14.705882	163	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0
BNIP3	14.705882	116	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
ARSL	14.705882	0	0	0	0	0	0	109	141	0	0	0	0	0	0	0	0	0	0
ARHGEF40	14.705882	0	0	0	0	0	118	132	0	0	0	0	0	0	0	0	0	0	0
ZNF114	14.647059	108	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0
SHPK	14.647059	117	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0
PTGES2	14.647059	92	0	0	0	0	0	72	85	0	0	0	0	0	0	0	0	0	0
PDE3B	14.647059	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0
PCDH10	14.647059	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MET	14.647059	0	0	0	0	0	0	105	144	0	0	0	0	0	0	0	0	0	0
LONRF1	14.647059	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMF1	14.647059	118	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0
LIN28B	14.647059	151	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0
FAM91A1	14.647059	149	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
DNASE1	14.647059	0	0	0	0	0	92	0	157	0	0	0	0	0	0	0	0	0	0
CTNS	14.647059	117	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0
BMT2	14.647059	0	0	0	0	0	0	115	134	0	0	0	0	0	0	0	0	0	0
BLOC1S4	14.647059	148	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0
ANXA6	14.647059	113	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0
ABLIM2	14.647059	153	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0
AADAT	14.647059	0	0	0	0	0	0	126	123	0	0	0	0	0	0	0	0	0	0
SERTAD2	14.588235	97	0	0	0	0	0	65	86	0	0	0	0	0	0	0	0	0	0
YPEL1	14.529412	112	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0
TCIM	14.529412	0	0	0	0	0	0	90	157	0	0	0	0	0	0	0	0	0	0
TBC1D9	14.529412	74	0	0	0	0	0	95	78	0	0	0	0	0	0	0	0	0	0
SNX25	14.529412	91	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0
SHC2	14.529412	0	0	0	0	0	0	131	116	0	0	0	0	0	0	0	0	0	0
PHC2	14.529412	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
PGPEP1	14.529412	159	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0
NKRF	14.529412	0	0	0	0	0	0	147	100	0	0	0	0	0	0	0	0	0	0
MEF2D	14.529412	145	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0
HDAC10	14.529412	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0
HBG2	14.529412	0	0	0	0	0	0	0	0	0	84	163	0	0	0	0	0	0	0
DDX6	14.529412	104	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0
CDCA7L	14.529412	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRAT1	14.529412	133	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0
ZDHHC2	14.470588	95	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0
TET2	14.470588	101	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0
OTUD4	14.470588	129	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0
NAGLU	14.470588	0	0	0	0	0	0	112	134	0	0	0	0	0	0	0	0	0	0
INHBE	14.470588	0	0	0	0	0	0	101	145	0	0	0	0	0	0	0	0	0	0
ELMO3	14.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	111	0
CEBPB	14.470588	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CC2D2A	14.470588	0	0	0	0	0	0	104	142	0	0	0	0	0	0	0	0	0	0
ANKRD65	14.470588	0	0	0	0	0	0	119	127	0	0	0	0	0	0	0	0	0	0
ABCG8	14.470588	0	0	0	0	0	0	122	124	0	0	0	0	0	0	0	0	0	0
ABCG5	14.470588	0	0	0	0	0	0	122	124	0	0	0	0	0	0	0	0	0	0
ZFYVE9	14.411765	103	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
TAP1	14.411765	0	0	0	0	0	0	151	94	0	0	0	0	0	0	0	0	0	0
S100A6	14.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	128	0
PSMB9	14.411765	0	0	0	0	0	0	151	94	0	0	0	0	0	0	0	0	0	0
KATNIP	14.411765	0	0	0	0	0	0	106	139	0	0	0	0	0	0	0	0	0	0
HSF1	14.411765	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF3C1	14.411765	0	0	0	0	0	0	106	139	0	0	0	0	0	0	0	0	0	0
FEV	14.411765	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
ECHDC2	14.411765	0	0	0	0	0	0	112	133	0	0	0	0	0	0	0	0	0	0
BOP1	14.411765	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPNPEP1	14.352941	105	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
TMEM205	14.352941	0	0	0	0	0	0	89	155	0	0	0	0	0	0	0	0	0	0
SPRY2	14.352941	0	0	0	0	0	0	154	90	0	0	0	0	0	0	0	0	0	0
SH3YL1	14.352941	71	0	0	0	0	0	81	92	0	0	0	0	0	0	0	0	0	0
MPG	14.352941	105	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
DTNBP1	14.352941	0	0	0	0	0	0	96	148	0	0	0	0	0	0	0	0	0	0
DLX2	14.352941	0	0	0	0	0	0	98	146	0	0	0	0	0	0	0	0	0	0
CCDC159	14.352941	0	0	0	0	0	0	89	155	0	0	0	0	0	0	0	0	0	0
ACP1	14.352941	71	0	0	0	0	0	81	92	0	0	0	0	0	0	0	0	0	0
TRIM56	14.294118	0	0	0	0	0	0	137	106	0	0	0	0	0	0	0	0	0	0
SMAD2	14.294118	129	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
S100A4	14.294118	150	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0
PELI1	14.294118	0	0	0	0	0	0	119	124	0	0	0	0	0	0	0	0	0	0
NUP62CL	14.294118	0	0	0	0	0	0	150	0	0	0	93	0	0	0	0	0	0	0
KLC2	14.294118	124	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
FNIP2	14.294118	0	0	0	0	0	0	117	126	0	0	0	0	0	0	0	0	0	0
DNAAF6	14.294118	0	0	0	0	0	0	150	0	0	0	93	0	0	0	0	0	0	0
UNC93A	14.235294	0	0	0	0	0	0	131	111	0	0	0	0	0	0	0	0	0	0
PCNX1	14.235294	0	0	0	0	0	0	101	141	0	0	0	0	0	0	0	0	0	0
