Target_genes	HMGB2|Average	SRX2765965|HUVEC	SRX1993515|IMR-90	SRX1993516|IMR-90	SRX2765967|Lung_fibroblasts	SRX2765968|Lung_fibroblasts	STRING
ZNF146	22.800000	114	0	0	0	0	0
YIPF3	22.800000	114	0	0	0	0	0
YARS1	22.800000	114	0	0	0	0	0
XPO4	22.800000	114	0	0	0	0	0
WDR25	22.800000	114	0	0	0	0	0
WARS1	22.800000	114	0	0	0	0	0
ULBP3	22.800000	114	0	0	0	0	0
TOGARAM1	22.800000	114	0	0	0	0	0
TMPO	22.800000	114	0	0	0	0	0
STAU1	22.800000	114	0	0	0	0	0
SPAST	22.800000	114	0	0	0	0	0
SPACA9	22.800000	114	0	0	0	0	0
SORT1	22.800000	114	0	0	0	0	0
SNCAIP	22.800000	114	0	0	0	0	0
S100PBP	22.800000	114	0	0	0	0	0
RCN1	22.800000	114	0	0	0	0	0
PRC1	22.800000	114	0	0	0	0	0
PPP4C	22.800000	114	0	0	0	0	0
POLR1C	22.800000	114	0	0	0	0	0
PITHD1	22.800000	114	0	0	0	0	0
NUP93	22.800000	114	0	0	0	0	0
NR1H2	22.800000	114	0	0	0	0	0
NDST1	22.800000	114	0	0	0	0	0
MTMR10	22.800000	114	0	0	0	0	0
MIER3	22.800000	114	0	0	0	0	0
MFSD14B	22.800000	114	0	0	0	0	0
MED13L	22.800000	114	0	0	0	0	0
LRPAP1	22.800000	114	0	0	0	0	0
LAMP2	22.800000	114	0	0	0	0	0
KLHL28	22.800000	114	0	0	0	0	0
ITPKB	22.800000	114	0	0	0	0	0
IP6K2	22.800000	114	0	0	0	0	0
IKBIP	22.800000	114	0	0	0	0	0
H4-16	22.800000	114	0	0	0	0	0
FRY	22.800000	114	0	0	0	0	0
FBXL2	22.800000	114	0	0	0	0	0
ERCC3	22.800000	114	0	0	0	0	0
EML5	22.800000	114	0	0	0	0	0
DNAJC2	22.800000	114	0	0	0	0	0
COPS7A	22.800000	114	0	0	0	0	0
COLGALT1	22.800000	114	0	0	0	0	0
CLDN1	22.800000	114	0	0	0	0	0
CDS2	22.800000	114	0	0	0	0	0
CDC6	22.800000	114	0	0	0	0	0
CCN3	22.800000	114	0	0	0	0	0
APAF1	22.800000	114	0	0	0	0	0
AK8	22.800000	114	0	0	0	0	0
AAK1	22.800000	114	0	0	0	0	0
ZNF419	22.600000	113	0	0	0	0	0
ZNF367	22.600000	113	0	0	0	0	0
ZNF281	22.600000	113	0	0	0	0	0
ZNF229	22.600000	113	0	0	0	0	0
ZC3HAV1	22.600000	113	0	0	0	0	0
WNK1	22.600000	113	0	0	0	0	0
WASHC2C	22.600000	113	0	0	0	0	0
UBR4	22.600000	113	0	0	0	0	0
TTC39B	22.600000	113	0	0	0	0	0
TLK1	22.600000	113	0	0	0	0	0
ST8SIA6	22.600000	113	0	0	0	0	0
SPIRE1	22.600000	113	0	0	0	0	0
SMG1	22.600000	113	0	0	0	0	0
SLC5A3	22.600000	113	0	0	0	0	0
SLC2A10	22.600000	113	0	0	0	0	0
RNF24	22.600000	113	0	0	0	0	0
PRR16	22.600000	0	0	0	113	0	0
PRDM5	22.600000	113	0	0	0	0	0
PLCXD2	22.600000	113	0	0	0	0	0
PCDHGA10	22.600000	113	0	0	0	0	0
OTUD1	22.600000	113	0	0	0	0	0
NOL6	22.600000	113	0	0	0	0	0
NKAPL	22.600000	113	0	0	0	0	0
MXI1	22.600000	113	0	0	0	0	0
MRPS6	22.600000	113	0	0	0	0	0
MED28	22.600000	113	0	0	0	0	0
LGALS3	22.600000	113	0	0	0	0	0
HSBP1	22.600000	113	0	0	0	0	0
HIBADH	22.600000	113	0	0	0	0	0
GPC5	22.600000	113	0	0	0	0	0
GABARAPL2	22.600000	113	0	0	0	0	0
FBXL7	22.600000	113	0	0	0	0	0
ETF1	22.600000	113	0	0	0	0	0
EPB41	22.600000	113	0	0	0	0	0
ENTPD7	22.600000	113	0	0	0	0	0
EFCAB10	22.600000	113	0	0	0	0	0
DFFB	22.600000	113	0	0	0	0	0
DDX19B	22.600000	113	0	0	0	0	0
CUEDC1	22.600000	113	0	0	0	0	0
CTDP1	22.600000	113	0	0	0	0	0
CHAC1	22.600000	113	0	0	0	0	0
CEP104	22.600000	113	0	0	0	0	0
C7orf31	22.600000	113	0	0	0	0	0
C3orf80	22.600000	113	0	0	0	0	0
ATIC	22.600000	113	0	0	0	0	0
AKAP9	22.600000	113	0	0	0	0	0
ACAT1	22.600000	113	0	0	0	0	0
AARS1	22.600000	113	0	0	0	0	0
ZSWIM5	22.400000	112	0	0	0	0	0
ZSWIM3	22.400000	112	0	0	0	0	0
ZNF773	22.400000	112	0	0	0	0	0
ZNF230	22.400000	112	0	0	0	0	0
YRDC	22.400000	112	0	0	0	0	0
WWP2	22.400000	112	0	0	0	0	0
WDR47	22.400000	112	0	0	0	0	0
TRIM33	22.400000	112	0	0	0	0	0
TCTEX1D2	22.400000	112	0	0	0	0	0
SLC11A2	22.400000	112	0	0	0	0	0
SERINC4	22.400000	112	0	0	0	0	0
SEMA3B	22.400000	112	0	0	0	0	0
SCGN	22.400000	112	0	0	0	0	0
SAP130	22.400000	112	0	0	0	0	0
SAMM50	22.400000	112	0	0	0	0	0
RIPPLY2	22.400000	112	0	0	0	0	0
RCAN2	22.400000	112	0	0	0	0	0
RBPMS	22.400000	112	0	0	0	0	0
RAB5C	22.400000	112	0	0	0	0	0
PRPS2	22.400000	112	0	0	0	0	0
PRDX4	22.400000	112	0	0	0	0	0
PHF6	22.400000	112	0	0	0	0	0
PHC1	22.400000	112	0	0	0	0	0
NUMA1	22.400000	112	0	0	0	0	0
NUDT16	22.400000	112	0	0	0	0	0
NT5E	22.400000	112	0	0	0	0	0
NCDN	22.400000	112	0	0	0	0	0
MRPS17	22.400000	112	0	0	0	0	0
MPP1	22.400000	112	0	0	0	0	0
MOXD1	22.400000	112	0	0	0	0	0
MAP3K3	22.400000	112	0	0	0	0	0
LRTOMT	22.400000	112	0	0	0	0	0
LPCAT3	22.400000	112	0	0	0	0	0
LMAN2L	22.400000	112	0	0	0	0	0
KLHL6	22.400000	112	0	0	0	0	0
KLHDC4	22.400000	112	0	0	0	0	0
KIAA0319L	22.400000	112	0	0	0	0	0
INO80	22.400000	112	0	0	0	0	0
HYPK	22.400000	112	0	0	0	0	0
HOXD8	22.400000	112	0	0	0	0	0
HMGA2	22.400000	112	0	0	0	0	0
HDX	22.400000	112	0	0	0	0	0
GSKIP	22.400000	112	0	0	0	0	0
GRM8	22.400000	112	0	0	0	0	0
GPR158	22.400000	112	0	0	0	0	0
GPR137	22.400000	112	0	0	0	0	0
GOLPH3	22.400000	112	0	0	0	0	0
FNBP1L	22.400000	112	0	0	0	0	0
FAM136A	22.400000	112	0	0	0	0	0
FAM104B	22.400000	112	0	0	0	0	0
FAHD2A	22.400000	112	0	0	0	0	0
EPHB1	22.400000	112	0	0	0	0	0
DOCK3	22.400000	112	0	0	0	0	0
DNAH6	22.400000	112	0	0	0	0	0
CSTB	22.400000	112	0	0	0	0	0
CST3	22.400000	112	0	0	0	0	0
CNTLN	22.400000	112	0	0	0	0	0
CABP1	22.400000	112	0	0	0	0	0
C1orf122	22.400000	112	0	0	0	0	0
BMPER	22.400000	112	0	0	0	0	0
BAMBI	22.400000	112	0	0	0	0	0
BAD	22.400000	112	0	0	0	0	0
ATRX	22.400000	112	0	0	0	0	0
ATG2B	22.400000	112	0	0	0	0	0
ARSB	22.400000	112	0	0	0	0	0
ACTR1A	22.400000	112	0	0	0	0	0
ACOT8	22.400000	112	0	0	0	0	0
ZNF512	22.200000	111	0	0	0	0	0
ZNF256	22.200000	111	0	0	0	0	0
YWHAB	22.200000	111	0	0	0	0	0
TTLL11	22.200000	111	0	0	0	0	0
TRIM67	22.200000	111	0	0	0	0	0
TRAPPC2	22.200000	111	0	0	0	0	0
TOMM20L	22.200000	111	0	0	0	0	0
TMEM209	22.200000	111	0	0	0	0	0
TLE4	22.200000	111	0	0	0	0	0
TIMELESS	22.200000	111	0	0	0	0	0
THOC5	22.200000	111	0	0	0	0	0
TGFBR1	22.200000	111	0	0	0	0	0
TGDS	22.200000	111	0	0	0	0	0
TBCEL-TECTA	22.200000	111	0	0	0	0	0
TBCEL	22.200000	111	0	0	0	0	0
STIMATE-MUSTN1	22.200000	111	0	0	0	0	0
STIMATE	22.200000	111	0	0	0	0	0
SPPL3	22.200000	111	0	0	0	0	0
SLC44A5	22.200000	111	0	0	0	0	0
SLC37A1	22.200000	111	0	0	0	0	0
SLC25A30	22.200000	111	0	0	0	0	0
SLC25A16	22.200000	111	0	0	0	0	0
SGPL1	22.200000	111	0	0	0	0	0
SEC63	22.200000	111	0	0	0	0	0
RBMX	22.200000	111	0	0	0	0	0
RB1CC1	22.200000	111	0	0	0	0	0
RAF1	22.200000	111	0	0	0	0	0
RAB2A	22.200000	111	0	0	0	0	0
RAB1B	22.200000	111	0	0	0	0	0
R3HCC1	22.200000	111	0	0	0	0	0
PTPN11	22.200000	0	0	0	111	0	0
PSME4	22.200000	111	0	0	0	0	0
PRIM1	22.200000	111	0	0	0	0	0
PPP2R1A	22.200000	111	0	0	0	0	0
PPM1H	22.200000	111	0	0	0	0	0
POPDC3	22.200000	111	0	0	0	0	0
POLR3A	22.200000	111	0	0	0	0	0
POLDIP3	22.200000	111	0	0	0	0	0
PNPLA3	22.200000	111	0	0	0	0	0
PIK3R4	22.200000	111	0	0	0	0	0
PDHB	22.200000	111	0	0	0	0	0
PA2G4	22.200000	111	0	0	0	0	0
OFD1	22.200000	111	0	0	0	0	0
NID1	22.200000	111	0	0	0	0	0
NHLRC1	22.200000	111	0	0	0	0	0
MYO1E	22.200000	111	0	0	0	0	0
MPPE1	22.200000	111	0	0	0	0	0
MMGT1	22.200000	111	0	0	0	0	0
MED26	22.200000	111	0	0	0	0	0
KLHL24	22.200000	111	0	0	0	0	0
KDM6A	22.200000	111	0	0	0	0	0
KCTD1	22.200000	111	0	0	0	0	0
KCNH6	22.200000	111	0	0	0	0	0
ILKAP	22.200000	111	0	0	0	0	0
GOLGA3	22.200000	111	0	0	0	0	0
GJA10	22.200000	111	0	0	0	0	0
FRMD5	22.200000	111	0	0	0	0	0
EFNA5	22.200000	111	0	0	0	0	0
ECI1	22.200000	111	0	0	0	0	0
DNAJC27	22.200000	111	0	0	0	0	0
DBI	22.200000	111	0	0	0	0	0
CTSF	22.200000	111	0	0	0	0	0
CSTF3	22.200000	111	0	0	0	0	0
CNEP1R1	22.200000	111	0	0	0	0	0
CENPN	22.200000	111	0	0	0	0	0
C4orf36	22.200000	111	0	0	0	0	0
C2orf76	22.200000	111	0	0	0	0	0
C1S	22.200000	0	0	0	111	0	0
BVES	22.200000	111	0	0	0	0	0
AFAP1L1	22.200000	111	0	0	0	0	0
ZNF692	22.000000	110	0	0	0	0	0
ZNF608	22.000000	110	0	0	0	0	0
ZNF441	22.000000	110	0	0	0	0	0
ZNF384	22.000000	110	0	0	0	0	0
ZNF304	22.000000	110	0	0	0	0	0
ZFP36L2	22.000000	110	0	0	0	0	0
ZDHHC5	22.000000	110	0	0	0	0	0
ZBTB43	22.000000	110	0	0	0	0	0
XPO6	22.000000	110	0	0	0	0	0
XKR4	22.000000	110	0	0	0	0	0
USP28	22.000000	110	0	0	0	0	0
TYSND1	22.000000	110	0	0	0	0	0
TOMM5	22.000000	110	0	0	0	0	0
THSD1	22.000000	110	0	0	0	0	0
TGFA	22.000000	110	0	0	0	0	0
ST8SIA1	22.000000	110	0	0	0	0	0
SLC44A3	22.000000	110	0	0	0	0	0
SLC26A4	22.000000	110	0	0	0	0	0
RUSC2	22.000000	110	0	0	0	0	0
RNF168	22.000000	110	0	0	0	0	0
PSMC2	22.000000	110	0	0	0	0	0
PHACTR1	22.000000	110	0	0	0	0	0
PARD6G	22.000000	110	0	0	0	0	0
ODF2	22.000000	110	0	0	0	0	0
NT5M	22.000000	110	0	0	0	0	0
NF2	22.000000	110	0	0	0	0	0
NEK2	22.000000	110	0	0	0	0	0
NAA50	22.000000	110	0	0	0	0	0
MBNL2	22.000000	110	0	0	0	0	0
MAPKAPK3	22.000000	110	0	0	0	0	0
LY96	22.000000	0	0	0	110	0	0
LUC7L	22.000000	110	0	0	0	0	0
KIF20A	22.000000	110	0	0	0	0	0
HNRNPU	22.000000	110	0	0	0	0	0
HEBP2	22.000000	110	0	0	0	0	0
GTSE1	22.000000	110	0	0	0	0	0
GDF15	22.000000	110	0	0	0	0	0
FAM189A2	22.000000	110	0	0	0	0	0
FAM120AOS	22.000000	110	0	0	0	0	0
FAM120A	22.000000	110	0	0	0	0	0
DHRS4L1	22.000000	110	0	0	0	0	0
COQ5	22.000000	110	0	0	0	0	0
CCNYL1	22.000000	110	0	0	0	0	0
CARMIL1	22.000000	110	0	0	0	0	0
BRD8	22.000000	110	0	0	0	0	0
BEND3	22.000000	110	0	0	0	0	0
ATP6V1A	22.000000	110	0	0	0	0	0
ANP32B	22.000000	110	0	0	0	0	0
ZNF862	21.800000	109	0	0	0	0	0
ZNF74	21.800000	109	0	0	0	0	0
ZNF701	21.800000	109	0	0	0	0	0
ZNF501	21.800000	109	0	0	0	0	0
ZER1	21.800000	0	0	0	109	0	0
ZBTB49	21.800000	109	0	0	0	0	0
USE1	21.800000	109	0	0	0	0	0
UBE2Q2	21.800000	109	0	0	0	0	0
UBE2F	21.800000	109	0	0	0	0	0
TRRAP	21.800000	109	0	0	0	0	0
TMEM115	21.800000	109	0	0	0	0	0
TGFB3	21.800000	109	0	0	0	0	0
TAOK3	21.800000	109	0	0	0	0	0
TAGLN2	21.800000	109	0	0	0	0	0
SNED1	21.800000	109	0	0	0	0	0
SLC9A8	21.800000	109	0	0	0	0	0
RAB20	21.800000	109	0	0	0	0	0
QKI	21.800000	109	0	0	0	0	0
PYGO1	21.800000	109	0	0	0	0	0
PTPN23	21.800000	109	0	0	0	0	0
PTGFR	21.800000	109	0	0	0	0	0
PTGER4	21.800000	109	0	0	0	0	0
POLR3D	21.800000	109	0	0	0	0	0
PELI2	21.800000	109	0	0	0	0	0
PARL	21.800000	109	0	0	0	0	0
PARD6B	21.800000	109	0	0	0	0	0
NCKAP5L	21.800000	109	0	0	0	0	0
MPC2	21.800000	109	0	0	0	0	0
MICU1	21.800000	109	0	0	0	0	0
MAD2L2	21.800000	109	0	0	0	0	0
LYRM1	21.800000	109	0	0	0	0	0
LYAR	21.800000	109	0	0	0	0	0
KPTN	21.800000	109	0	0	0	0	0
KMT2E	21.800000	109	0	0	0	0	0
KATNA1	21.800000	109	0	0	0	0	0
KAT6B	21.800000	109	0	0	0	0	0
IDI1	21.800000	109	0	0	0	0	0
FSD1L	21.800000	109	0	0	0	0	0
FAM193B	21.800000	109	0	0	0	0	0
ERLIN2	21.800000	109	0	0	0	0	0
EIF2AK1	21.800000	109	0	0	0	0	0
EFCAB12	21.800000	109	0	0	0	0	0
DUSP18	21.800000	109	0	0	0	0	0
DCUN1D3	21.800000	109	0	0	0	0	0
CYBRD1	21.800000	109	0	0	0	0	0
CORIN	21.800000	109	0	0	0	0	0
CDK11B	21.800000	109	0	0	0	0	0
BMP1	21.800000	109	0	0	0	0	0
BATF2	21.800000	109	0	0	0	0	0
ARRB2	21.800000	109	0	0	0	0	0
ARMC9	21.800000	109	0	0	0	0	0
ARHGEF26	21.800000	109	0	0	0	0	0
ARF3	21.800000	109	0	0	0	0	0
AKAP12	21.800000	109	0	0	0	0	0
ADGRG1	21.800000	109	0	0	0	0	0
ZSCAN20	21.600000	108	0	0	0	0	0
ZNF420	21.600000	108	0	0	0	0	0
XPOT	21.600000	108	0	0	0	0	0
XKR8	21.600000	108	0	0	0	0	0
WDR5	21.600000	108	0	0	0	0	0
WDR33	21.600000	108	0	0	0	0	0
USP48	21.600000	0	0	0	108	0	0
UBE2K	21.600000	108	0	0	0	0	0
TXNDC15	21.600000	108	0	0	0	0	0
TMEM185B	21.600000	108	0	0	0	0	0
TENT4A	21.600000	108	0	0	0	0	0
TCTN3	21.600000	108	0	0	0	0	0
SLC25A4	21.600000	108	0	0	0	0	0
SCLY	21.600000	108	0	0	0	0	0
RWDD2A	21.600000	108	0	0	0	0	0
RTL8A	21.600000	108	0	0	0	0	0
RPS6KA5	21.600000	108	0	0	0	0	0
RNF187	21.600000	108	0	0	0	0	0
RNF115	21.600000	108	0	0	0	0	0
RGS12	21.600000	108	0	0	0	0	0
RBM23	21.600000	108	0	0	0	0	0
PSMB4	21.600000	108	0	0	0	0	0
PRKAG3	21.600000	108	0	0	0	0	0
PRELID3A	21.600000	108	0	0	0	0	0
POLR3C	21.600000	108	0	0	0	0	0
PLD2	21.600000	0	0	0	108	0	0
PLA2G4C	21.600000	108	0	0	0	0	0
PHLPP2	21.600000	108	0	0	0	0	0
PGM3	21.600000	108	0	0	0	0	0
PDK2	21.600000	108	0	0	0	0	0
NDUFB1	21.600000	108	0	0	0	0	0
MLYCD	21.600000	108	0	0	0	0	0
MEGF9	21.600000	108	0	0	0	0	0
LIN9	21.600000	108	0	0	0	0	0
ITSN2	21.600000	108	0	0	0	0	0
INO80D	21.600000	108	0	0	0	0	0
HYKK	21.600000	108	0	0	0	0	0
H3-3B	21.600000	108	0	0	0	0	0
GAPVD1	21.600000	108	0	0	0	0	0
FANK1	21.600000	108	0	0	0	0	0
FAM114A1	21.600000	108	0	0	0	0	0
ECH1	21.600000	108	0	0	0	0	0
DNAJA3	21.600000	108	0	0	0	0	0
DGLUCY	21.600000	108	0	0	0	0	0
CSNK2A1	21.600000	108	0	0	0	0	0
CSNK1D	21.600000	108	0	0	0	0	0
CPSF2	21.600000	108	0	0	0	0	0
CBX1	21.600000	108	0	0	0	0	0
CARS2	21.600000	108	0	0	0	0	0
BFSP1	21.600000	108	0	0	0	0	0
ANKRD52	21.600000	108	0	0	0	0	0
ZNF136	21.400000	107	0	0	0	0	0
ZFAND6	21.400000	107	0	0	0	0	0
ZFAND3	21.400000	107	0	0	0	0	0
ZC3H10	21.400000	107	0	0	0	0	0
ZBED4	21.400000	107	0	0	0	0	0
UBE2T	21.400000	107	0	0	0	0	0
TWNK	21.400000	107	0	0	0	0	0
TTL	21.400000	107	0	0	0	0	0
TMEM50A	21.400000	107	0	0	0	0	0
SNRNP25	21.400000	107	0	0	0	0	0
SNAP29	21.400000	107	0	0	0	0	0
SLC39A14	21.400000	107	0	0	0	0	0
SHISA5	21.400000	107	0	0	0	0	0
SERF2	21.400000	107	0	0	0	0	0
RBM43	21.400000	107	0	0	0	0	0
PRRG1	21.400000	107	0	0	0	0	0
PRPSAP2	21.400000	107	0	0	0	0	0
PPM1E	21.400000	107	0	0	0	0	0
POLR3K	21.400000	107	0	0	0	0	0
PIP4K2A	21.400000	107	0	0	0	0	0
PI4KA	21.400000	107	0	0	0	0	0
P4HA3	21.400000	107	0	0	0	0	0
OSBPL7	21.400000	107	0	0	0	0	0
NT5DC3	21.400000	107	0	0	0	0	0
NR3C1	21.400000	107	0	0	0	0	0
NEK5	21.400000	107	0	0	0	0	0
MTMR14	21.400000	107	0	0	0	0	0
MRPL43	21.400000	107	0	0	0	0	0
METTL1	21.400000	107	0	0	0	0	0
MDM2	21.400000	107	0	0	0	0	0
MBD2	21.400000	107	0	0	0	0	0
MAPK8IP3	21.400000	107	0	0	0	0	0
LSG1	21.400000	107	0	0	0	0	0
LRATD2	21.400000	107	0	0	0	0	0
LDLRAD3	21.400000	107	0	0	0	0	0
IST1	21.400000	107	0	0	0	0	0
IL1RL2	21.400000	107	0	0	0	0	0
GNAI2	21.400000	107	0	0	0	0	0
GLI4	21.400000	107	0	0	0	0	0
GGNBP2	21.400000	107	0	0	0	0	0
FAM43A	21.400000	107	0	0	0	0	0
FAM20B	21.400000	107	0	0	0	0	0
EPHA6	21.400000	107	0	0	0	0	0
ELL3	21.400000	107	0	0	0	0	0
EEF1AKMT3	21.400000	107	0	0	0	0	0
DUSP6	21.400000	107	0	0	0	0	0
DUSP14	21.400000	107	0	0	0	0	0
DGKD	21.400000	107	0	0	0	0	0
DAP	21.400000	107	0	0	0	0	0
DACH1	21.400000	107	0	0	0	0	0
CSRP1	21.400000	107	0	0	0	0	0
CILK1	21.400000	107	0	0	0	0	0
CHERP	21.400000	107	0	0	0	0	0
CFAP298-TCP10L	21.400000	107	0	0	0	0	0
CFAP298	21.400000	107	0	0	0	0	0
CEP72	21.400000	107	0	0	0	0	0
CDC42SE2	21.400000	107	0	0	0	0	0
CCRL2	21.400000	107	0	0	0	0	0
BAG3	21.400000	107	0	0	0	0	0
AK5	21.400000	107	0	0	0	0	0
ACSS1	21.400000	107	0	0	0	0	0
ABHD2	21.400000	107	0	0	0	0	0
ZNF550	21.200000	106	0	0	0	0	0
ZNF445	21.200000	106	0	0	0	0	0
ZBTB14	21.200000	106	0	0	0	0	0
XRCC6	21.200000	0	0	0	106	0	0
WDR4	21.200000	106	0	0	0	0	0
WAC	21.200000	106	0	0	0	0	0
VPS18	21.200000	106	0	0	0	0	0
URGCP	21.200000	106	0	0	0	0	0
UBE2O	21.200000	106	0	0	0	0	0
UBE2D4	21.200000	106	0	0	0	0	0
UBA3	21.200000	106	0	0	0	0	0
TRAPPC8	21.200000	0	0	0	106	0	0
TRANK1	21.200000	106	0	0	0	0	0
TRAF3IP3	21.200000	106	0	0	0	0	0
TOPBP1	21.200000	106	0	0	0	0	0
TF	21.200000	106	0	0	0	0	0
TAF12	21.200000	106	0	0	0	0	0
STK40	21.200000	106	0	0	0	0	0
STARD7	21.200000	106	0	0	0	0	0
SPNS2	21.200000	106	0	0	0	0	0
SPC25	21.200000	106	0	0	0	0	0
SELENOH	21.200000	106	0	0	0	0	0
SCPEP1	21.200000	106	0	0	0	0	0
SAP30	21.200000	106	0	0	0	0	0
RNF13	21.200000	106	0	0	0	0	0
RNF121	21.200000	106	0	0	0	0	0
RBM28	21.200000	106	0	0	0	0	0
RAI14	21.200000	106	0	0	0	0	0
PUS7	21.200000	106	0	0	0	0	0
PRTG	21.200000	106	0	0	0	0	0
PPP2R5A	21.200000	106	0	0	0	0	0
PPP1R15B	21.200000	106	0	0	0	0	0
PLS3	21.200000	106	0	0	0	0	0
PLK1	21.200000	106	0	0	0	0	0
PHC2	21.200000	106	0	0	0	0	0
PCIF1	21.200000	106	0	0	0	0	0
OLA1	21.200000	106	0	0	0	0	0
NUDT2	21.200000	106	0	0	0	0	0
NIFK	21.200000	106	0	0	0	0	0
NFAM1	21.200000	106	0	0	0	0	0
MRPL21	21.200000	106	0	0	0	0	0
MFSD2A	21.200000	106	0	0	0	0	0
MAML2	21.200000	106	0	0	0	0	0
LTBR	21.200000	106	0	0	0	0	0
LONP2	21.200000	106	0	0	0	0	0
LOC100133315	21.200000	106	0	0	0	0	0
KIF24	21.200000	106	0	0	0	0	0
KCNK12	21.200000	106	0	0	0	0	0
JPH1	21.200000	106	0	0	0	0	0
IGHMBP2	21.200000	106	0	0	0	0	0
HIPK2	21.200000	106	0	0	0	0	0
HIP1	21.200000	106	0	0	0	0	0
HDHD5	21.200000	106	0	0	0	0	0
GMPS	21.200000	106	0	0	0	0	0
GAREM1	21.200000	106	0	0	0	0	0
FBXO10	21.200000	106	0	0	0	0	0
EXOC4	21.200000	106	0	0	0	0	0
EHHADH	21.200000	106	0	0	0	0	0
EDNRB	21.200000	106	0	0	0	0	0
EDC4	21.200000	106	0	0	0	0	0
DUSP28	21.200000	106	0	0	0	0	0
DNM3	21.200000	106	0	0	0	0	0
DESI1	21.200000	0	0	0	106	0	0
CRYBG1	21.200000	106	0	0	0	0	0
CLK3	21.200000	106	0	0	0	0	0
CD68	21.200000	106	0	0	0	0	0
CCDC32	21.200000	106	0	0	0	0	0
C5orf24	21.200000	106	0	0	0	0	0
C1orf162	21.200000	106	0	0	0	0	0
BMPR1A	21.200000	0	0	0	106	0	0
ATRIP	21.200000	106	0	0	0	0	0
AP1B1	21.200000	106	0	0	0	0	0
ANKMY1	21.200000	106	0	0	0	0	0
ABCC11	21.200000	106	0	0	0	0	0
AANAT	21.200000	106	0	0	0	0	0
ZSWIM9	21.000000	105	0	0	0	0	0
ZNF823	21.000000	105	0	0	0	0	0
ZNF425	21.000000	105	0	0	0	0	0
WBP1L	21.000000	105	0	0	0	0	0
VPS4A	21.000000	105	0	0	0	0	0
UST	21.000000	105	0	0	0	0	0
URGCP-MRPS24	21.000000	105	0	0	0	0	0
UBE2E2	21.000000	105	0	0	0	0	0
TXNDC16	21.000000	105	0	0	0	0	0
TRIB2	21.000000	105	0	0	0	0	0
TMEM241	21.000000	105	0	0	0	0	0
TMEM170A	21.000000	105	0	0	0	0	0
TMEM154	21.000000	105	0	0	0	0	0
TMEM150C	21.000000	105	0	0	0	0	0
TMCO6	21.000000	105	0	0	0	0	0
TLL1	21.000000	105	0	0	0	0	0
SOX2	21.000000	105	0	0	0	0	0
SMPD1	21.000000	105	0	0	0	0	0
SEMA6C	21.000000	105	0	0	0	0	0
RNF170	21.000000	105	0	0	0	0	0
RNF10	21.000000	105	0	0	0	0	0
RHOBTB2	21.000000	105	0	0	0	0	0
RBX1	21.000000	105	0	0	0	0	0
RALGAPA2	21.000000	105	0	0	0	0	0
PYGL	21.000000	105	0	0	0	0	0
PSMB5	21.000000	105	0	0	0	0	0
PPM1B	21.000000	105	0	0	0	0	0
POLD3	21.000000	105	0	0	0	0	0
PLPPR2	21.000000	105	0	0	0	0	0
PLEKHN1	21.000000	105	0	0	0	0	0
PLCD4	21.000000	105	0	0	0	0	0
PLAT	21.000000	105	0	0	0	0	0
PGRMC1	21.000000	105	0	0	0	0	0
P2RY1	21.000000	105	0	0	0	0	0
OGT	21.000000	105	0	0	0	0	0
OGDHL	21.000000	105	0	0	0	0	0
NPY1R	21.000000	105	0	0	0	0	0
NOM1	21.000000	105	0	0	0	0	0
NIPA2	21.000000	105	0	0	0	0	0
NARF	21.000000	105	0	0	0	0	0
NANOS1	21.000000	105	0	0	0	0	0
MVK	21.000000	105	0	0	0	0	0
MFGE8	21.000000	105	0	0	0	0	0
MAN2A1	21.000000	105	0	0	0	0	0
LRCH3	21.000000	105	0	0	0	0	0
LRBA	21.000000	105	0	0	0	0	0
LIG1	21.000000	105	0	0	0	0	0
KIF2A	21.000000	105	0	0	0	0	0
HS6ST3	21.000000	105	0	0	0	0	0
HOOK3	21.000000	105	0	0	0	0	0
GUK1	21.000000	105	0	0	0	0	0
GPR137C	21.000000	105	0	0	0	0	0
GDI2	21.000000	105	0	0	0	0	0
FBXO3	21.000000	105	0	0	0	0	0
FAM221A	21.000000	105	0	0	0	0	0
EIF2AK2	21.000000	0	0	0	105	0	0
EEF1AKNMT	21.000000	105	0	0	0	0	0
DNAJB2	21.000000	105	0	0	0	0	0
DIRAS3	21.000000	105	0	0	0	0	0
DICER1	21.000000	105	0	0	0	0	0
CPT2	21.000000	105	0	0	0	0	0
BRK1	21.000000	105	0	0	0	0	0
BLOC1S1	21.000000	105	0	0	0	0	0
AUNIP	21.000000	105	0	0	0	0	0
ASRGL1	21.000000	105	0	0	0	0	0
ARFGEF3	21.000000	105	0	0	0	0	0
AKIRIN1	21.000000	105	0	0	0	0	0
ZNF3	20.800000	104	0	0	0	0	0
YME1L1	20.800000	104	0	0	0	0	0
TRAM2	20.800000	104	0	0	0	0	0
TMEM185A	20.800000	104	0	0	0	0	0
THOC6	20.800000	0	0	0	104	0	0
SYNE2	20.800000	104	0	0	0	0	0
STXBP1	20.800000	104	0	0	0	0	0
SNX8	20.800000	104	0	0	0	0	0
SLC4A7	20.800000	104	0	0	0	0	0
SLC22A4	20.800000	104	0	0	0	0	0
SERGEF	20.800000	104	0	0	0	0	0
SCRIB	20.800000	0	0	0	104	0	0
S100A1	20.800000	104	0	0	0	0	0
RBMX2	20.800000	104	0	0	0	0	0
